Feature Id	Aliases	start	end	score	strand	frame	log2_fold_change	p_value	q_value	NCUT	NCU	motif_ID	motif_ALT_ID	FASTA_score	PWM_score
6520_gene	6520	4959305	4959715	.	-	0	1.09249714294289	2.08530798758654E-11	1.85772178825166E-09	NCU07027T0	NCU07027	MA0362.1	RDS2	7248.0	1.27
6185_gene	6185	3707440	3707884	.	-	1	1.15391187177529	9.23135935734852E-11	6.86308399991652E-09	NCU04343T0	NCU04343				
6433_gene	6433	4603619	4603927	.	+	0	1.63224439735868	2.82947770540535E-06	6.23450375429827E-05	NCU07257T0	NCU07257	MA0418.1	YAP6	7161.0	4.28399
6309_gene	6309	4159253	4159366	.	-	0	2.19008078738458	5.27831299678262E-16	8.9419813948773E-14	NCU08669T0	NCU08669				
6029_gene	6029	3219160	3220242	.	-	0	1.30637881926187	0.0003289292334265	0.0033522235682737	NCU04480T0	NCU04480	MA0362.1	RDS2	6757.0	1.06993
5836_gene	5836	2586244	2586669	.	+	0	1.728604804149	1.56685151214696E-06	3.81883102040723E-05	NCU08272T0	NCU08272				
5500_gene	5500	1368002	1368070	.	+	0	1.87698055824477	2.39139591270121E-11	2.11219533007301E-09	NCU07915T0	NCU07915				
6057_gene	6057	3304686	3304756	.	+	0	1.2192356958458	2.43580469757028E-06	5.53222104278928E-05	NCU04454T0	NCU04454				
5891_gene	5891	2789823	2789874	.	+	0	1.22504813739739	7.92119242070883E-06	0.0001446247393561	NCU06361T0	NCU06361	MA0418.1	YAP6	6620.0	5.07929
5774_gene	5774	2384544	2384679	.	+	0	1.37769081201814	0.0001689907575143	0.0019318036373377	NCU08330T0	NCU08330				
6068_gene	6068	3337030	3340535	.	-	2	1.39670928460997	2.20148534031068E-05	0.000351625185576	NCU04444T0	NCU04444				
5666_gene	5666	1972745	1973898	.	-	2	2.22134517824558	4.32167642385333E-06	8.58850080078853E-05	NCU09738T0	NCU09738	MA0362.1	RDS2	6394.0	1.85228
6273_gene	6273	4011347	4011879	.	+	0	1.35221401510706	1.65980365499109E-10	1.15894668720797E-08	NCU08044T0	NCU08044				
5992_gene	5992	3139487	3139578	.	+	0	1.54554594269543	2.4882123105877E-08	1.01233015817375E-06	NCU04510T0	NCU04510				
5928_gene	5928	2899154	2899847	.	-	1	2.02533275808838	0.0007205869822253	0.0064083871551775	NCU06328T0	NCU06328				
5699_gene	5699	2104029	2104894	.	-	2	1.22688215298084	4.33820010306497E-05	0.0006216305656713	NCU07715T0	NCU07715	MA0362.1	RDS2	6427.0	1.47245
6637_gene	6637	5450440	5450631	.	-	0	1.61115864883393	5.71704714090014E-06	0.0001090036257455	NCU05288T0	NCU05288				
6423_gene	6423	4577689	4578066	.	+	0	1.07340768158811	6.16087358518857E-05	0.0008357710118684	NCU07267T0	NCU07267	MA0418.1	YAP6	7151.0	12.5256
6377_gene	6377	4419943	4421526	.	-	0	1.99114472539763	0.0023104995341365	0.0161875947022149	NCU07309T0	NCU07309				
5587_gene	5587	1661413	1661452	.	+	0	1.39479219679835	2.4118153111843E-05	0.0003759230682621	NCU06569T0	NCU06569				
5489_gene	5489	1331472	1332298	.	+	0	1.3395854789965	0.0009791030614378	0.008172900676009	NCU07925T1	NCU07925	MA0362.1	RDS2	6217.0	2.26872
5501_gene	5501	1370851	1370916	.	+	0	1.91384364491543	2.63474759328917E-12	2.72274816290503E-10	NCU07914T0	NCU07914				
5731_gene	5731	2220396	2222094	.	+	0	2.5850517779225	3.91975840063413E-38	5.78668333030759E-35	NCU07690T0	NCU07690	MA0416.1	YAP3	6459.0	1.70305
6135_gene	6135	3538551	3540683	.	-	0	4.09732094527864	3.31715810426016E-25	1.26961154997868E-22	NCU04385T0	NCU04385	MA0362.1	RDS2	6863.0	2.92997
5606_gene	5606	1727849	1728542	.	-	1	1.18149335857671	5.54035305844793E-08	2.04478601807146E-06	NCU06587T0	NCU06587	MA0362.1	RDS2	6334.0	1.53455
6537_gene	6537	5006091	5006403	.	-	1	1.60054978419974	0.0007508167601705	0.0066033535315761	NCU07044T0	NCU07044				
6561_gene	6561	5105431	5105839	.	+	0	1.14772485995881	0.0049183977547917	0.0297754671341641	NCU08827T1	NCU08827	MA0362.1	RDS2	7289.0	1.22905
5577_gene	5577	1626493	1626569	.	+	0	1.20496540354302	0.0024565221850394	0.016991767242435	NCU06558T0	NCU06558				
8003_gene	8003	4558307	4559728	.	+	0	2.16562314712561	3.04935585864065E-05	0.000461376917177	NCU09550T0	NCU09550	MA0362.1	RDS2	8731.0	1.20922
8283_gene	8283	5504273	5504395	.	+	0	1.94116779770939	7.74433610421104E-08	2.72210779935092E-06	NCU04287T0	NCU04287				
7135_gene	7135	1618372	1620097	.	-	1	1.34668299997226	0.0002364305666042	0.0025477304226156	NCU04579T0	NCU04579				
8029_gene	8029	4647882	4651900	.	-	2	22.446223980573	1.25812388217405E-07	4.18053125350052E-06	NCU01465T3	NCU01465	MA0362.1	RDS2	8758.0	1.47838
7500_gene	7500	2844961	2845820	.	-	2	1.18093530209246	0.0013467285182789	0.0105034660436938	NCU01078T0	NCU01078	MA0362.1	RDS2	8228.0	1.10028
7179_gene	7179	1828810	1828837	.	-	1	1.84421080777643	1.3796574726323E-06	3.45966529227217E-05	NCU03608T0	NCU03608				
7301_gene	7301	2262922	2263355	.	-	2	1.19839181802197	0.0003936061586685	0.0038849341391408	NCU03741T0	NCU03741	MA0416.1	YAP3	8029.0	2.14745
7788_gene	7788	3763360	3763855	.	-	1	1.14720639639538	0.0073654564408364	0.0409300068599821	NCU01357T0	NCU01357	MA0416.1	YAP3	8516.0	4.52031
7982_gene	7982	4479963	4481644	.	-	2	1.03253354244503	2.7595505006823E-06	6.09341770813053E-05	NCU09529T0	NCU09529	MA0362.1	RDS2	8710.0	1.07837
8002_gene	8002	4554737	4554844	.	-	0	2.38804985236223	1.19505115578348E-17	2.57284555080551E-15	NCU09549T0	NCU09549	MA0362.1	RDS2	8730.0	1.75866
7893_gene	7893	4172660	4173501	.	-	2	1.60945485410708	6.28955870325035E-11	5.03847284026272E-09	NCU06662T0	NCU06662				
8084_gene	8084	4812990	4813041	.	+	0	7.77577300381444	8.20040780196241E-06	0.0001486719547815	NCU04096T0	NCU04096	MA0362.1	RDS2	8812.0	1.68994
7204_gene	7204	1911198	1911233	.	+	0	1.34322436892541	0.0004624565834782	0.0044497451896318	NCU03636T1	NCU03636				
7591_gene	7591	3122608	3122696	.	+	0	1.13951010458362	1.3319122243833E-06	3.37352473695516E-05	NCU01172T0	NCU01172				
8136_gene	8136	4986436	4986590	.	+	0	1.38783992046846	2.35980791394292E-05	0.0003706117778523	NCU04144T0	NCU04144				
6850_gene	6850	223845	224203	.	-	2	1.40764206313392	0.0006711763240359	0.0060260088032906	NCU07806T0	NCU07806				
7029_gene	7029	1240288	1241276	.	-	2	8.83427847988266	3.53537273730934E-06	7.35101446023233E-05	NCU04672T0	NCU04672				
7856_gene	7856	4013794	4013888	.	-	2	1.67214540805479	1.75344182894663E-11	1.57565807481169E-09	NCU01420T0	NCU01420				
8449_gene	8449	6160672	6161757	.	-	0	1.58794835191853	0.0038640173097572	0.0243331839604089	NCU07233T0	NCU07233				
7810_gene	7810	3812978	3813503	.	+	0	1.74556272103384	6.34002452962315E-08	2.29083263947992E-06	NCU01376T0	NCU01376				
7040_gene	7040	1290181	1290371	.	-	2	1.16399508151189	9.10859652743843E-07	2.42598547717909E-05	NCU04662T0	NCU04662				
7336_gene	7336	2352592	2353154	.	-	2	1.33592972493603	1.5325900027733E-09	8.33567636245225E-08	NCU03768T0	NCU03768	MA0362.1	RDS2	8065.0	1.60695
7211_gene	7211	1920713	1920962	.	+	0	7.6374270165563	9.16773409184063E-06	0.0001644780626824	NCU03641T0	NCU03641				
7970_gene	7970	4406470	4407540	.	+	0	1.53276226237351	2.42090738321025E-14	3.33568758641263E-12	NCU06726T0	NCU06726	MA0362.1	RDS2	8698.0	1.32104
7337_gene	7337	2352524	2352647	.	-	1	1.39241561786654	0.0001416977277158	0.0016696742511011	NCU03768T3	NCU03768	MA0362.1	RDS2	8065.0	1.60695
7713_gene	7713	3535640	3536877	.	-	2	1.05635903189416	3.62457768045955E-06	7.46143142427668E-05	NCU01289T0	NCU01289				
8332_gene	8332	5718184	5718463	.	-	1	1.73201172911153	6.57574399554371E-09	3.11714396559398E-07	NCU08924T0	NCU08924	MA0362.1	RDS2	9060.0	1.49984
6848_gene	6848	220760	220774	.	+	0	1.087854898554	0.0001798038959177	0.0020351516543412	NCU07807T0	NCU07807	MA0362.1	RDS2	7577.0	1.64933
8216_gene	8216	5272133	5272377	.	+	0	1.51632980643522	0.0004277080453515	0.0041697499440213	NCU04224T0	NCU04224	MA0362.1	RDS2	8944.0	1.36919
7335_gene	7335	2352592	2353154	.	-	2	1.36879482547338	3.8196946637821E-09	1.88864711270451E-07	NCU03768T1	NCU03768	MA0362.1	RDS2	8065.0	1.60695
7112_gene	7112	1544987	1548109	.	+	0	1.05447853128042	0.0005317998308807	0.0050005636508837	NCU04601T0	NCU04601				
6793_gene	6793	21950	22450	.	-	0	4.12243088923667	0.004045143100046	0.0252888740446918	NCU08881T0	NCU08881	MA0416.1	YAP3	7521.0	10.6423
6946_gene	6946	630263	631285	.	+	0	23.1496350904774	5.02072132054869E-08	1.87985993212138E-06	NCU08919T1	NCU08919				
8474_gene	8474	6243496	6245601	.	+	0	1.42937557032567	0.0013828610591407	0.0107447264550076	NCU07206T0	NCU07206	MA0362.1	RDS2	9202.0	2.20098
8034_gene	8034	4660237	4660399	.	+	0	5.67010312183774	0.0031300296117747	0.0205630807425812	NCU01462T0	NCU01462				
7668_gene	7668	3374815	3376683	.	-	0	1.04495790501015	0.0038391412400813	0.0242023263085628	NCU01252T0	NCU01252	MA0362.1	RDS2	8396.0	1.13171
7341_gene	7341	2361972	2364202	.	-	2	1.38056106557315	1.87400557724696E-06	4.42807243090468E-05	NCU03771T0	NCU03771				
7376_gene	7376	2465098	2465344	.	+	0	1.39944657570865	6.9933328995839E-07	1.92205059000798E-05	NCU03803T0	NCU03803				
7486_gene	7486	2806917	2807268	.	-	1	1.68799477211514	1.71811093792322E-11	1.56495970990855E-09	NCU01065T0	NCU01065				
7067_gene	7067	1368567	1369079	.	-	0	1.04861061963048	0.0003262148863733	0.0033410353179209	NCU04639T0	NCU04639	MA0416.1	YAP3	7795.0	10.3802
6794_gene	6794	24454	24728	.	-	2	1.07746268329202	0.0041066409081992	0.0255804865252147	NCU08880T0	NCU08880	MA0362.1	RDS2	7522.0	1.417
7108_gene	7108	1534650	1534992	.	+	0	1.37405493782584	0.0001618978550707	0.0018672460204259	NCU04604T0	NCU04604	MA0362.1	RDS2	7836.0	1.88519
8301_gene	8301	5565278	5566220	.	-	1	1.15318839177872	0.0002191001452025	0.0023934258990728	NCU04305T0	NCU04305	MA0362.1	RDS2	9029.0	1.49609
7776_gene	7776	3719364	3719682	.	-	1	1.11368288250359	0.000578488689134	0.0053471396364144	NCU01345T0	NCU01345	MA0362.1	RDS2	8503.0	1.42042
8050_gene	8050	4706077	4706089	.	-	1	2.95794819957508	6.2457818952856E-20	1.57424170989955E-17	NCU01449T0	NCU01449				
7937_gene	7937	4317072	4317521	.	-	0	1.98221697454853	3.14369044124983E-13	3.6916928431677E-11	NCU06698T0	NCU06698	MA0362.1	RDS2	8665.0	1.44791
6864_gene	6864	277347	278369	.	+	0	1.23343268287797	0.0005354341067375	0.00502539767564	NCU07791T0	NCU07791	MA0362.1	RDS2	7592.0	1.02436
7044_gene	7044	1317933	1318105	.	+	0	1.73454873190411	4.58810757562412E-06	9.03114355933327E-05	NCU04656T0	NCU04656	MA0362.1	RDS2	7772.0	1.07017
6916_gene	6916	467577	469088	.	-	0	1.9951493325749	5.58221708723823E-07	1.58045565423342E-05	NCU07742T0	NCU07742				
6991_gene	6991	810262	811239	.	-	0	2.28123058686519	2.93359563940215E-07	8.99577962539519E-06	NCU09695T0	NCU09695				
8457_gene	8457	6198992	6199598	.	-	1	1.58791417828263	8.81546996711325E-06	0.0001589861546948	NCU07225T0	NCU07225	MA0362.1	RDS2	9185.0	1.2791
7462_gene	7462	2755546	2755798	.	+	0	1.07605420788606	2.61863240087915E-05	0.0004038947347863	NCU01045T1	NCU01045	MA0362.1	RDS2	8191.0	2.05978
7554_gene	7554	3001307	3001397	.	+	0	1.1560850696749	2.65485315419538E-06	5.88739323936805E-05	NCU01140T0	NCU01140				
7338_gene	7338	2352592	2353154	.	-	2	1.30352541276459	1.26266990437756E-09	7.20907778554569E-08	NCU03768T2	NCU03768	MA0362.1	RDS2	8065.0	1.60695
7120_gene	7120	1571440	1572081	.	+	0	2.27438810603399	1.54238115888832E-08	6.61367920993854E-07	NCU04594T0	NCU04594				
7245_gene	7245	2058396	2059220	.	+	0	1.14584286188505	0.0001097930157485	0.0013395525675856	NCU03684T0	NCU03684	MA0362.1	RDS2	7974.0	1.29559
6988_gene	6988	798054	798483	.	-	1	1.60334275247246	2.13928734112185E-05	0.0003432825370054	NCU09698T0	NCU09698	MA0362.1	RDS2	7716.0	1.03552
7845_gene	7845	3968205	3969257	.	-	0	1.53473080098321	2.46900058760489E-06	5.59531843690984E-05	NCU01411T0	NCU01411				
7369_gene	7369	2443215	2444430	.	-	1	1.73511203275444	1.69978004589537E-16	3.08167140250575E-14	NCU03796T0	NCU03796	MA0362.1	RDS2	8097.0	1.15915
7070_gene	7070	1378948	1379218	.	+	0	1.31646134773688	2.21001759654986E-09	1.1534505981185E-07	NCU04636T0	NCU04636				
8345_gene	8345	5753868	5755436	.	+	0	2.48385176618924	3.11588654983097E-11	2.70584635344145E-09	NCU08935T0	NCU08935	MA0416.1	YAP3	9073.0	6.87078
7172_gene	7172	1806324	1806852	.	-	1	1.40355871050524	7.42591677033279E-05	0.0009713851127166	NCU03601T0	NCU03601				
7343_gene	7343	2369200	2370352	.	+	0	1.57768127716796	0.0049358638721518	0.0298585649499783	NCU03773T0	NCU03773				
8364_gene	8364	5797530	5797542	.	+	0	1.10714812280885	0.0022678505739181	0.0159626228101852	NCU08949T2	NCU08949				
7881_gene	7881	4131227	4131441	.	-	2	1.34587288310495	0.0035731137218012	0.0228493547036471	NCU06652T0	NCU06652	MA0362.1	RDS2	8609.0	2.55985
6995_gene	6995	818805	819011	.	+	0	1.27977111724553	3.37352527754962E-05	0.0005045153432445	NCU09692T0	NCU09692				
7880_gene	7880	4126957	4127031	.	-	0	1.82234960149919	1.27469393647992E-09	7.23774018658431E-08	NCU06651T0	NCU06651				
7297_gene	7297	2257067	2257580	.	+	0	1.56183750782087	8.03290021002817E-10	4.66359498710287E-08	NCU03739T0	NCU03739	MA0362.1	RDS2	8025.0	1.11689
7385_gene	7385	2483524	2488700	.	+	0	1.06076430662532	5.52749855455585E-05	0.0007646742980291	NCU03811T0	NCU03811				
8212_gene	8212	5254110	5254259	.	+	0	1.06690581696127	0.0029695687115854	0.019862474476067	NCU04221T0	NCU04221				
7650_gene	7650	3300578	3300904	.	+	0	1.02484427421249	0.0005154174557776	0.0048761809362793	NCU01230T0	NCU01230	MA0362.1	RDS2	8378.0	2.23075
8325_gene	8325	5636754	5640388	.	-	2	1.51804538059947	0.0002628946730502	0.0027665514779038	NCU04329T0	NCU04329	MA0362.1	RDS2	9053.0	1.68773
7014_gene	7014	871599	872500	.	-	2	1.15527851227651	0.0060645733619	0.0351888271318783	NCU09676T0	NCU09676	MA0362.1	RDS2	7742.0	1.53753
6872_gene	6872	316552	316923	.	+	0	1.40954945134384	2.08836402799367E-05	0.0003366794674771	NCU07782T0	NCU07782				
7863_gene	7863	4030463	4031764	.	-	0	1.34514022182581	1.45116254127146E-08	6.35437021249969E-07	NCU01427T0	NCU01427				
6838_gene	6838	173848	173969	.	+	0	21.4430983418559	4.45614700908154E-07	1.28991101377727E-05	NCU08847T0	NCU08847	MA0362.1	RDS2	7567.0	1.3566
8292_gene	8292	5533879	5535920	.	-	2	1.59497619464063	8.37814542661433E-10	4.8368578122141E-08	NCU04295T0	NCU04295				
8476_gene	8476	6248468	6248638	.	+	0	2.13126539227151	2.41140186597111E-05	0.0003759230682621	NCU07205T0	NCU07205				
7476_gene	7476	2785681	2785844	.	-	2	4.21899970691512	0.0024458516464738	0.0169695238064961	NCU01057T0	NCU01057	MA0362.1	RDS2	8205.0	2.09684
7294_gene	7294	2249170	2249405	.	-	2	1.30344499641029	1.42411280941382E-08	6.26246032871593E-07	NCU03736T0	NCU03736				
7218_gene	7218	1954038	1954288	.	-	2	1.27599592770884	0.0027704618682867	0.0188051912784639	NCU03648T0	NCU03648				
7086_gene	7086	1457834	1458222	.	+	0	1.52669264438305	0.0009600306871401	0.0080508411685683	NCU04621T0	NCU04621	MA0416.1	YAP3	7814.0	1.31024
7530_gene	7530	2938809	2939498	.	+	0	1.28578245104426	1.16220661830181E-05	0.0002024955671733	NCU01107T0	NCU01107				
7526_gene	7526	2923854	2924045	.	+	0	5.3775669216666	0.0080987032604416	0.0437948715297769	NCU01103T0	NCU01103				
7290_gene	7290	2236357	2237088	.	-	0	1.19206798663942	2.74548120927298E-06	6.0753325089137E-05	NCU03731T0	NCU03731	MA0362.1	RDS2	8018.0	1.37585
8481_gene	8481	6261985	6262239	.	+	0	1.14245063646607	4.24601968997983E-05	0.0006102693668463	NCU07200T0	NCU07200	MA0416.1	YAP3	9209.0	2.97072
7861_gene	7861	4025803	4026380	.	-	2	1.3203010579643	1.29934115735379E-10	9.32457744450977E-09	NCU01425T0	NCU01425				
8249_gene	8249	5397370	5398011	.	+	0	1.60269280681287	1.32222281871981E-09	7.38586519386512E-08	NCU04259T0	NCU04259	MA0362.1	RDS2	8977.0	1.62618
7754_gene	7754	3663225	3664949	.	+	0	1.69850897065455	1.50995759360747E-05	0.000253721980038	NCU01324T0	NCU01324				
7984_gene	7984	4493968	4494951	.	-	0	2.20985965514803	2.32783582289346E-10	1.55199067056651E-08	NCU09532T0	NCU09532	MA0416.1	YAP3	8712.0	3.34663
8335_gene	8335	5733828	5734556	.	-	0	1.13985715199073	0.0030173330011771	0.0200521667100735	NCU08927T0	NCU08927	MA0416.1	YAP3	9063.0	7.99831
7914_gene	7914	4256301	4258331	.	-	0	1.29813501218792	0.0008045166353964	0.0070159281942508	NCU06681T0	NCU06681				
7833_gene	7833	3902347	3902451	.	+	0	1.23284704375877	2.06230868887667E-06	4.81081218755114E-05	NCU01399T0	NCU01399				
8134_gene	8134	4974965	4975228	.	+	0	1.05833389405917	6.70611594066252E-05	0.0008957535657462	NCU04142T0	NCU04142				
7549_gene	7549	2983159	2983246	.	+	0	1.23200976640499	0.0014662496637107	0.0112991976322052	NCU01132T0	NCU01132	MA0362.1	RDS2	8277.0	1.43856
6873_gene	6873	316552	316923	.	+	0	1.2701724535113	0.0004497143783769	0.0043555280095104	NCU07782T1	NCU07782				
7860_gene	7860	4024360	4024483	.	+	0	3.1540080231459	2.21503335238516E-43	4.57803093270966E-40	NCU01424T0	NCU01424				
7461_gene	7461	2750351	2753035	.	+	0	1.45675788859008	4.3117097012228E-06	8.58520386366789E-05	NCU01044T0	NCU01044				
8479_gene	8479	6255010	6256671	.	+	0	1.92563187908188	0.0066753580167472	0.037902829530256	NCU07202T0	NCU07202	MA0362.1	RDS2	9207.0	2.1588
7342_gene	7342	2369200	2370238	.	+	0	9.96055786544706	2.63666787310016E-10	1.72451429117829E-08	NCU03773T1	NCU03773				
7246_gene	7246	2058396	2059220	.	+	0	1.11662635651689	0.0002131898315182	0.0023362711759383	NCU03684T1	NCU03684	MA0362.1	RDS2	7974.0	1.29559
7217_gene	7217	1949112	1950556	.	-	2	1.22731554834626	0.0006565637603814	0.0059102176827369	NCU03647T0	NCU03647	MA0416.1	YAP3	7945.0	1.32864
6993_gene	6993	816167	816190	.	+	0	1.94583799539723	2.7060616954799E-12	2.76875659020686E-10	NCU09693T0	NCU09693				
7985_gene	7985	4497319	4497345	.	+	0	1.58981110460533	5.20659241635092E-08	1.93542899390541E-06	NCU09533T0	NCU09533				
6849_gene	6849	220760	220774	.	+	0	1.0873397857507	0.0001882554516775	0.002114599823517	NCU07807T1	NCU07807	MA0362.1	RDS2	7577.0	1.64933
7071_gene	7071	1381965	1382066	.	+	0	1.08989327249639	0.0003593582190818	0.0035984572054188	NCU04635T0	NCU04635				
8363_gene	8363	5797530	5797542	.	+	0	1.10750703886724	0.0020779259416281	0.014860406007464	NCU08949T1	NCU08949				
7753_gene	7753	3663225	3664949	.	+	0	1.93994457950037	0.0023400144204659	0.0163611021793606	NCU01324T1	NCU01324				
7307_gene	7307	2285996	2287120	.	+	0	1.37227317287704	6.07321177175065E-07	1.70082846745992E-05	NCU03747T0	NCU03747	MA0362.1	RDS2	8035.0	1.37103
8818_gene	8818	1002783	1003233	.	+	0	1.18290568123529	5.91313359127254E-05	0.0008093515820856	NCU04835T0	NCU04835				
8885_gene	8885	1276091	1276440	.	-	2	1.41455134097013	4.37430208428733E-10	2.69071653208484E-08	NCU05627T0	NCU05627				
9058_gene	9058	1881755	1882111	.	+	0	1.39134487332309	5.29630433094751E-10	3.20070227812933E-08	NCU03848T0	NCU03848				
8933_gene	8933	1423236	1423513	.	+	0	1.26746848095904	8.90848622800196E-06	0.0001603837921257	NCU05585T0	NCU05585	MA0362.1	RDS2	9661.0	1.07898
9597_gene	9597	4080641	4080666	.	-	2	1.0386374895805	0.0017493597543842	0.0130056717279184	NCU05012T0	NCU05012				
9229_gene	9229	2450457	2450530	.	+	0	1.02697499569171	0.0016760879390267	0.0125603283262527	NCU04015T0	NCU04015				
9530_gene	9530	3823125	3823626	.	-	1	1.18019898151423	3.15141865840486E-12	3.16182139960737E-10	NCU05075T0	NCU05075				
9103_gene	9103	2040682	2041956	.	-	0	1.12551275783556	0.0003155639750329	0.0032545290598702	NCU03886T0	NCU03886				
8587_gene	8587	149878	150897	.	+	0	1.42836893151393	0.0004260305368632	0.0041573178167561	NCU12067T0	NCU12067	MA0362.1	RDS2	9315.0	1.52767
9059_gene	9059	1881755	1882111	.	+	0	1.39556021680087	1.96921940496545E-09	1.03299052441183E-07	NCU03848T1	NCU03848				
8972_gene	8972	1544429	1545556	.	-	0	1.52249800620955	0.0001205899343061	0.0014507291980434	NCU05550T0	NCU05550				
9047_gene	9047	1788710	1788762	.	+	0	1.22746643542377	0.0001038373197199	0.0012789688462287	NCU10012T0	NCU10012	MA0362.1	RDS2	9775.0	1.3965
8791_gene	8791	892985	893174	.	+	0	4.80297895563493	2.70292039891616E-10	1.75672826430186E-08	NCU04807T2	NCU04807	MA0362.1	RDS2	9518.0	1.1725
8816_gene	8816	989794	989831	.	+	0	1.97094611242371	0.0009012557313475	0.0076654952491735	NCU04832T0	NCU04832				
8686_gene	8686	535145	536372	.	-	1	1.81165694659909	6.03676792271762E-05	0.0008230073840813	NCU04720T0	NCU04720	MA0416.1	YAP3	9414.0	1.15782
8666_gene	8666	426411	426480	.	+	0	1.85092926820833	7.19579535344693E-10	4.24921995328689E-08	NCU04699T0	NCU04699				
9210_gene	9210	2377788	2378138	.	+	0	1.06625579309002	0.0001136121937324	0.0013763990738934	NCU03995T0	NCU03995				
8855_gene	8855	1168098	1168178	.	-	0	1.6486565576103	1.63205411699129E-08	6.88859190959702E-07	NCU09799T0	NCU09799				
8893_gene	8893	1299884	1299946	.	-	0	1.09342511757709	3.34085533373506E-06	7.04579571812615E-05	NCU05620T1	NCU05620				
8558_gene	8558	35671	36784	.	+	0	1.70244675790901	0.0035381890041828	0.0226921353216419	NCU07134T0	NCU07134				
9317_gene	9317	2770953	2771395	.	+	0	11.4639478043131	0.0001975019990219	0.0021983361608608	NCU09866T2	NCU09866				
9446_gene	9446	3543048	3544577	.	+	0	1.20424646734442	0.0004640466903936	0.0044608916265373	NCU05157T0	NCU05157				
9008_gene	9008	1642820	1643122	.	+	0	2.07442284501643	9.54528840887346E-21	2.66597325452158E-18	NCU05518T0	NCU05518	MA0362.1	RDS2	9736.0	1.38771
8815_gene	8815	976203	977272	.	-	2	1.12607764684752	7.7699373211958E-06	0.0001421142164198	NCU04830T0	NCU04830	MA0362.1	RDS2	9543.0	1.15863
9283_gene	9283	2644921	2645177	.	+	0	3.06179980099099	6.41640305912602E-48	1.65767773032521E-44	NCU04072T0	NCU04072				
8777_gene	8777	854582	854718	.	-	2	1.7373491057256	8.44546191638605E-11	6.48512827338504E-09	NCU04797T0	NCU04797	MA0416.1	YAP3	9505.0	2.66949
8613_gene	8613	223468	224583	.	+	0	1.80810345539278	1.84651078962848E-12	1.9471267857164E-10	NCU07081T0	NCU07081	MA0362.1	RDS2	9341.0	1.40059
9070_gene	9070	1909986	1910412	.	+	0	2.36133695044728	3.87680731100676E-14	5.13627266050563E-12	NCU03857T0	NCU03857	MA0362.1	RDS2	9797.0	1.07322
9017_gene	9017	1664014	1664745	.	+	0	1.80358235624493	6.93004130045536E-07	1.90973458130415E-05	NCU05511T0	NCU05511	MA0416.1	YAP3	9745.0	1.45296
9280_gene	9280	2637309	2638595	.	-	0	1.25896662712718	0.0021124150940526	0.0150662952790218	NCU04069T0	NCU04069	MA0362.1	RDS2	10008.0	1.3406
9281_gene	9281	2639555	2639885	.	+	0	1.13602300525695	0.0031686729714201	0.0207773264509239	NCU04070T0	NCU04070				
9461_gene	9461	3587331	3588743	.	+	0	1.15023493842129	0.0012477244780457	0.0099644395333269	NCU05143T0	NCU05143	MA0362.1	RDS2	10189.0	1.37335
8559_gene	8559	37509	38786	.	-	0	1.77015332187775	6.1928753130322E-11	4.99977917850584E-09	NCU07133T0	NCU07133				
8582_gene	8582	138594	139970	.	-	0	1.01445745865067	0.0032836588526588	0.0213551482588903	NCU07112T0	NCU07112				
9069_gene	9069	1909986	1910412	.	+	0	2.33984116738312	4.31284386577602E-14	5.64163652011765E-12	NCU03857T2	NCU03857	MA0362.1	RDS2	9797.0	1.07322
8981_gene	8981	1573064	1573843	.	-	0	1.57739670753868	2.90702560788171E-06	6.35364720603068E-05	NCU05541T0	NCU05541				
9302_gene	9302	2712708	2716277	.	-	0	1.2250472582488	2.55675812919059E-06	5.71894772879991E-05	NCU04090T0	NCU04090	MA0362.1	RDS2	10030.0	1.32815
8999_gene	8999	1615325	1615457	.	-	1	1.21459179164023	0.0001373550386525	0.001622202250783	NCU05526T0	NCU05526				
8776_gene	8776	851678	852838	.	-	0	1.52022211514517	4.1278031968467E-06	8.29897241949686E-05	NCU04796T0	NCU04796				
8577_gene	8577	102131	103032	.	+	0	1.82848163123651	7.08176435445609E-05	0.0009382429851147	NCU07117T1	NCU07117	MA0416.1	YAP3	9305.0	1.21974
9011_gene	9011	1648368	1648422	.	+	0	1.09461617464876	9.79019356211159E-07	2.58091480282809E-05	NCU05516T0	NCU05516				
9559_gene	9559	3938908	3939165	.	+	0	1.09067907289791	0.0004716747320355	0.0045216017447637	NCU05046T0	NCU05046				
8583_gene	8583	140630	141829	.	+	0	1.58015909673074	3.80189985578771E-07	1.11933997463562E-05	NCU07111T0	NCU07111	MA0362.1	RDS2	9311.0	1.22256
8848_gene	8848	1142867	1142953	.	+	0	1.05045025435415	0.0047464027648343	0.0289035510735402	NCU09792T0	NCU09792	MA0362.1	RDS2	9576.0	1.04262
9033_gene	9033	1729897	1730262	.	-	0	6.2685394688735	0.0051325993449459	0.0307301747570521	NCU12104T0	NCU12104				
8687_gene	8687	540183	541319	.	-	0	1.4902104965871	0.0001083392482784	0.0013280875346492	NCU04721T0	NCU04721	MA0362.1	RDS2	9415.0	1.18205
9508_gene	9508	3748375	3749342	.	-	2	2.77017878328244	9.63172114233368E-05	0.0012021039406386	NCU05097T0	NCU05097	MA0416.1	YAP3	10236.0	3.09866
9147_gene	9147	2174294	2175354	.	-	2	2.59203247888913	2.28486348118897E-09	1.18058896073034E-07	NCU03935T0	NCU03935				
