	Feature_ID	List	log2_fold_change_10m	log2_fold_change_1hr	q_value_10m	NCUT_10m	NCU_10m	motif_ID_10m	motif_ALT_ID_10m	FASTA_score_10m	PWM_score_10m	q_value_1hr	NCUT_1hr	NCU_1hr	motif_ID_1hr	motif_ALT_ID_1hr	FASTA_score_1hr	PWM_score_1hr
422	10198_gene	"10m,1hr"	2.71649072846694	2.14764100696532	2.68216278566211E-32	NCU06031T0	NCU06031	MA0416.1	YAP3	10926.0	1.26606	2.93621548687235E-20	NCU06031T0	NCU06031	MA0336.1	MGA 1	681.0	3.8177
423	9070_gene	"10m,1hr"	2.36133695044728	1.63832115499514	5.13627266050563E-12	NCU03857T0	NCU03857	MA0362.1	RDS2	9797.0	1.07322	4.74993071281469E-06	NCU03857T0	NCU03857	MA0336.1	MGA 1	621.0	2.3118
424	9508_gene	"10m,1hr"	2.77017878328244	1.83076345435408	0.0012021039406386	NCU05097T0	NCU05097	MA0416.1	YAP3	10236.0	3.09866	0.0481679629343706	NCU05097T0	NCU05097				
425	8612_gene	"10m,1hr"	1.10090351790476	1.37486616023438	0.0001102600811194	NCU07082T0	NCU07082					6.29166741471688E-07	NCU07082T0	NCU07082	MA0336.1	MGA 1	587.0	1.3922
426	9071_gene	"10m,1hr"	2.3833826668981	1.65868893901972	5.11059184511264E-12	NCU03857T1	NCU03857	MA0362.1	RDS2	9797.0	1.07322	4.35795787283072E-06	NCU03857T1	NCU03857	MA0336.1	MGA 1	621.0	2.3118
427	10205_gene	"10m,1hr"	2.98688756726193	2.54557559549496	3.64239334932635E-10	NCU06025T0	NCU06025	MA0362.1	RDS2	10933.0	2.02837	1.69066725909319E-07	NCU06025T0	NCU06025				
428	10561_gene	"10m,1hr"	2.19815288066974	1.87269045901704	5.50784334608249E-14	NCU08147T0	NCU08147					2.00842496652073E-10	NCU08147T0	NCU08147				
429	8586_gene	"10m,1hr"	2.38939508497697	2.11960600828289	2.27450127104991E-14	NCU07108T0	NCU07108	MA0362.1	RDS2	9314.0	1.14658	1.75931285141525E-11	NCU07108T0	NCU07108				
430	8634_gene	"10m,1hr"	2.35078388949257	1.92434754714963	3.66266234720794E-07	NCU07065T0	NCU07065					4.25193334304212E-05	NCU07065T0	NCU07065	MA0356.1	PHO2	590.0	1.26022
431	9282_gene	"10m,1hr"	1.63015130194505	1.27759031273209	8.68161525296069E-07	NCU04071T0	NCU04071	MA0362.1	RDS2	10010.0	2.04883	0.0001907097499225	NCU04071T0	NCU04071	MA0336.1	MGA 1	630.0	1.52074
432	7863_gene	"10m,1hr"	1.34514022182581	1.24897341938732	6.35437021249969E-07	NCU01427T0	NCU01427					4.66862012681918E-06	NCU01427T0	NCU01427	MA0336.1	MGA 1	539.0	1.85409
433	8996_gene	"10m,1hr"	1.31859972799593	1.43757770996352	0.0011719291479307	NCU05527T0	NCU05527					0.0003317213899158	NCU05527T0	NCU05527	MA0336.1	MGA 1	610.0	1.40784
434	9492_gene	"10m,1hr"	1.97679360190127	1.59310891803421	0.0006727310807211	NCU05115T0	NCU05115	MA0362.1	RDS2	10220.0	1.116	0.0075203296033469	NCU05115T0	NCU05115				
435	9326_gene	"10m,1hr"	1.43953576943366	1.34196514228578	5.51731707323107E-06	NCU06009T0	NCU06009					2.51845882377999E-05	NCU06009T0	NCU06009	MA0377.1	SFL1	639.0	1.46745
436	9395_gene	"10m,1hr"	1.06544593804783	1.48557105678211	0.0054380266413936	NCU05951T0	NCU05951	MA0362.1	RDS2	10123.0	1.25494	3.95642837415474E-05	NCU05951T0	NCU05951				
437	9147_gene	"10m,1hr"	2.59203247888913	1.39592313027113	1.18058896073034E-07	NCU03935T0	NCU03935					0.009969230845339	NCU03935T0	NCU03935	MA0336.1	MGA 1	624.0	1.06077
438	7071_gene	"10m,1hr"	1.08989327249639	1.72378967037713	0.0035984572054188	NCU04635T0	NCU04635					6.74263299703095E-07	NCU04635T0	NCU04635	MA0356.1	PHO2	470.0	1.38129
439	8777_gene	"10m,1hr"	1.7373491057256	1.08109863053981	6.48512827338504E-09	NCU04797T0	NCU04797	MA0416.1	YAP3	9505.0	2.66949	0.0007115611650213	NCU04797T0	NCU04797				
440	8815_gene	"10m,1hr"	1.12607764684752	1.2776320749443	0.0001421142164198	NCU04830T0	NCU04830	MA0362.1	RDS2	9543.0	1.15863	1.11888688425977E-05	NCU04830T0	NCU04830	MA0377.1	SFL1	598.0	2.49306
441	10206_gene	"10m,1hr"	2.04980362404736	1.9932909449931	0.0147788359346555	NCU06024T0	NCU06024	MA0362.1	RDS2	10934.0	1.29636	0.0181573812124048	NCU06024T0	NCU06024	MA0336.1	MGA 1	684.0	3.35234
442	7307_gene	"10m,1hr"	1.37227317287704	1.27205950368926	1.70082846745992E-05	NCU03747T0	NCU03747	MA0362.1	RDS2	8035.0	1.37103	7.72494239591482E-05	NCU03747T0	NCU03747	MA0377.1	SFL1	486.0	1.69407
443	9993_gene	"10m,1hr"	1.30419216706105	1.83486247793215	0.0071046344940051	NCU09713T0	NCU09713	MA0362.1	RDS2	10721.0	1.13206	5.51743647527225E-05	NCU09713T0	NCU09713	MA0377.1	SFL1	668.0	2.77057
444	9913_gene	"10m,1hr"	1.52835361367117	2.74942078038393	0.0468437247622342	NCU10052T0	NCU10052					7.23559000860135E-05	NCU10052T0	NCU10052	MA0377.1	SFL1	665.0	2.62648
445	8818_gene	"10m,1hr"	1.18290568123529	1.751026296857	0.0008093515820856	NCU04835T0	NCU04835					1.38664166082351E-07	NCU04835T0	NCU04835	MA0336.1	MGA 1	601.0	1.19601
446	8885_gene	"10m,1hr"	1.41455134097013	1.68533509167166	2.69071653208484E-08	NCU05627T0	NCU05627					1.05648404830829E-11	NCU05627T0	NCU05627	MA0377.1	SFL1	605.0	4.27766
447	9739_gene	"10m,1hr"	1.49165237912694	1.45334683919548	0.0062030927289679	NCU09049T0	NCU09049					0.0063187926155873	NCU09049T0	NCU09049	MA0336.1	MGA 1	656.0	2.76393
448	9058_gene	"10m,1hr"	1.39134487332309	2.10045966342975	3.20070227812933E-08	NCU03848T0	NCU03848					2.37234140766745E-18	NCU03848T0	NCU03848	MA0377.1	SFL1	617.0	2.02957
449	10166_gene	"10m,1hr"	1.28826243560763	1.00561831739796	2.89574624100941E-14	NCU06061T0	NCU06061					7.82339063723429E-09	NCU06061T0	NCU06061				
450	10647_gene	"10m,1hr"	1.17940709476661	1.06695717260791	5.48150082036763E-09	NCU05778T0	NCU05778	MA0362.1	RDS2	11375.0	1.16017	1.7809744346024E-07	NCU05778T0	NCU05778	MA0377.1	SFL1	716.0	1.87889
451	10207_gene	"10m,1hr"	1.87539864342512	1.05692835471015	2.72210779935092E-06	NCU06023T0	NCU06023					0.0172484762487915	NCU06023T0	NCU06023	MA0336.1	MGA 1	685.0	4.77399
452	9849_gene	"10m,1hr"	1.76495321256985	1.69190586006063	2.34911422933374E-06	NCU06934T0	NCU06934					7.50810008517593E-06	NCU06934T0	NCU06934	MA0356.1	PHO2	661.0	1.07667
453	9283_gene	"10m,1hr"	3.06179980099099	2.42422415560731	1.65767773032521E-44	NCU04072T0	NCU04072					4.1544541300646E-28	NCU04072T0	NCU04072	MA0377.1	SFL1	631.0	1.54076
454	9103_gene	"10m,1hr"	1.12551275783556	1.19627688150598	0.0032545290598702	NCU03886T0	NCU03886					0.0015410777169149	NCU03886T0	NCU03886	MA0336.1	MGA 1	622.0	1.71576
455	9724_gene	"10m,1hr"	2.24535923918689	1.61411572518083	0.0005404791837675	NCU09034T0	NCU09034	MA0362.1	RDS2	10452.0	1.13411	0.0185337250536486	NCU09034T0	NCU09034				
456	10402_gene	"10m,1hr"	1.44077834070915	2.06842209256176	0.0011655380391538	NCU02307T0	NCU02307	MA0362.1	RDS2	11130.0	1.17058	8.97214491679496E-07	NCU02307T0	NCU02307	MA0377.1	SFL1	693.0	3.6763
457	9059_gene	"10m,1hr"	1.39556021680087	2.04009175659344	1.03299052441183E-07	NCU03848T1	NCU03848					4.25639462036877E-16	NCU03848T1	NCU03848	MA0377.1	SFL1	617.0	2.02957
458	8972_gene	"10m,1hr"	1.52249800620955	1.82168340735958	0.0014507291980434	NCU05550T0	NCU05550					9.87412573137671E-05	NCU05550T0	NCU05550	MA0336.1	MGA 1	607.0	4.37132
459	9047_gene	"10m,1hr"	1.22746643542377	1.70972073524793	0.0012789688462287	NCU10012T0	NCU10012	MA0362.1	RDS2	9775.0	1.3965	2.07290304977898E-06	NCU10012T0	NCU10012	MA0377.1	SFL1	613.0	4.02732
460	8816_gene	"10m,1hr"	1.97094611242371	1.55458284081716	0.0076654952491735	NCU04832T0	NCU04832					0.0462532370133092	NCU04832T0	NCU04832	MA0929.1	NCU00019	599.0	3.02431
461	8686_gene	"10m,1hr"	1.81165694659909	2.25002099580694	0.0008230073840813	NCU04720T0	NCU04720	MA0416.1	YAP3	9414.0	1.15782	1.74809247276106E-05	NCU04720T0	NCU04720	MA0377.1	SFL1	593.0	1.94322
462	8855_gene	"10m,1hr"	1.6486565576103	1.52047680378909	6.88859190959702E-07	NCU09799T0	NCU09799					5.41336348438008E-06	NCU09799T0	NCU09799	MA0377.1	SFL1	602.0	4.38697
463	10580_gene	"10m,1hr"	1.00691003179153	1.26057835284175	0.0364838539185101	NCU08166T0	NCU08166					0.0056402025940677	NCU08166T0	NCU08166				
464	10087_gene	"10m,1hr"	1.30588278307753	1.87284759334001	0.0022630324716332	NCU06132T0	NCU06132					3.38710165354141E-06	NCU06132T0	NCU06132	MA0336.1	MGA 1	674.0	3.78526
465	9317_gene	"10m,1hr"	11.4639478043131	10.4235351654554	0.0021983361608608	NCU09866T2	NCU09866					0.0062258138905606	NCU09866T2	NCU09866	MA0336.1	MGA 1	636.0	3.16119
466	10202_gene	"10m,1hr"	1.46793919586283	1.57561001528271	0.0002266270202733	NCU06028T0	NCU06028					7.11624863961078E-05	NCU06028T0	NCU06028	MA0377.1	SFL1	682.0	1.38066
467	8587_gene	"10m,1hr"	1.42836893151393	1.41604366066741	0.0041573178167561	NCU12067T0	NCU12067	MA0362.1	RDS2	9315.0	1.52767	0.005658058217028	NCU12067T0	NCU12067	MA0336.1	MGA 1	586.0	8.2951
468	168_gene	"10m,1hr"	1.45851958910511	1.93831989174956	0.0072072338613241	NCU07441T0	NCU07441					0.0001621624996016	NCU07441T0	NCU07441	MA0356.1	PHO2	15.0	1.86515
469	8613_gene	"10m,1hr"	1.80810345539278	2.01094712108781	1.9471267857164E-10	NCU07081T0	NCU07081	MA0362.1	RDS2	9341.0	1.40059	5.51717672891689E-13	NCU07081T0	NCU07081	MA0356.1	PHO2	588.0	1.00887
470	8212_gene	"10m,1hr"	1.06690581696127	1.20056897178521	0.019862474476067	NCU04221T0	NCU04221					0.0070368696254772	NCU04221T0	NCU04221				
471	3473_gene	"10m,1hr"	1.33382673617305	1.98332752483124	0.0001092311472392	NCU01514T0	NCU01514					1.27309320022816E-09	NCU01514T0	NCU01514	MA0336.1	MGA 1	254.0	2.12068
472	3717_gene	"10m,1hr"	1.55649677125379	1.58240554830997	0.0006216305656713	NCU11417T0	NCU11417					0.0003768531857807	NCU11417T0	NCU11417				
473	3661_gene	"10m,1hr"	1.89655986466825	1.05172294769807	5.18536162396471E-09	NCU08434T0	NCU08434					0.0030268023856842	NCU08434T0	NCU08434				
474	2966_gene	"10m,1hr"	1.28845215386466	1.64916210300901	0.0079976389472635	NCU05377T0	NCU05377					0.0003730486069012	NCU05377T0	NCU05377	MA0336.1	MGA 1	232.0	1.0566
475	2887_gene	"10m,1hr"	1.2396337383908	1.6121628977078	0.0002924856632449	NCU03369T0	NCU03369					1.05041705520926E-06	NCU03369T0	NCU03369	MA0378.1	SFP1	224.0	3.90258
476	3189_gene	"10m,1hr"	2.02391366857435	2.06995908365608	1.93200722309385E-08	NCU01821T0	NCU01821	MA0362.1	RDS2	3917.0	2.06581	7.62701551085653E-09	NCU01821T0	NCU01821				
477	3373_gene	"10m,1hr"	2.01649044022827	3.7400154967807	8.08666328225017E-06	NCU01633T0	NCU01633					2.68987604490067E-18	NCU01633T0	NCU01633	MA0377.1	SFL1	250.0	1.51653
478	3354_gene	"10m,1hr"	2.72516153780213	3.48879325668648	0.0012634990410653	NCU01652T0	NCU01652	MA0362.1	RDS2	4082.0	1.05947	2.11593670339818E-05	NCU01652T0	NCU01652				
479	3681_gene	"10m,1hr"	1.99613960220716	2.80002525599444	1.8113277876388E-27	NCU09345T1	NCU09345					5.12220702943755E-54	NCU09345T1	NCU09345	MA0356.1	PHO2	271.0	1.48229
480	2758_gene	"10m,1hr"	3.35954958829699	1.85280569002497	3.42419301881464E-38	NCU03500T0	NCU03500	MA0362.1	RDS2	3486.0	2.01956	8.95797931382589E-12	NCU03500T0	NCU03500				
481	364_gene	"10m,1hr"	1.44554698684979	1.43783478006458	0.0160377637068481	NCU02073T0	NCU02073	MA0362.1	RDS2	1092.0	1.15355	0.0179445160089006	NCU02073T0	NCU02073				
482	447_gene	"10m,1hr"	1.21079990462172	1.30361738422241	5.42100902804111E-05	NCU01993T0	NCU01993	MA0416.1	YAP3	1175.0	1.52945	1.07692666444001E-05	NCU01993T0	NCU01993	MA0377.1	SFL1	35.0	4.64341
483	1161_gene	"10m,1hr"	1.03707158041705	1.48965060822216	0.0085579953321723	NCU03120T1	NCU03120	MA0416.1	YAP3	1889.0	1.33249	5.48032743388581E-05	NCU03120T1	NCU03120	MA0336.1	MGA 1	89.0	1.71069
484	735_gene	"10m,1hr"	1.50298435157495	1.27595462871881	2.13837352519302E-06	NCU02558T0	NCU02558	MA0362.1	RDS2	1463.0	1.32182	8.79947390644949E-05	NCU02558T0	NCU02558	MA0336.1	MGA 1	62.0	1.1472
485	2453_gene	"10m,1hr"	1.0722420958455	1.24456042858198	8.00669515472501E-05	NCU02834T0	NCU02834					2.97641027603219E-06	NCU02834T0	NCU02834	MA0356.1	PHO2	199.0	1.69086
486	2490_gene	"10m,1hr"	2.20677954678186	2.61116618568041	0.0002143789433879	NCU10987T0	NCU10987					7.16855563418708E-06	NCU10987T0	NCU10987	MA0356.1	PHO2	204.0	1.18728
487	1860_gene	"10m,1hr"	1.89009669259051	2.78069252795106	0.0092873922372798	NCU00848T0	NCU00848					0.0001015221536917	NCU00848T0	NCU00848	MA0377.1	SFL1	149.0	3.12613
488	455_gene	"10m,1hr"	2.9580814435617	3.46882438073134	5.16794592301565E-25	NCU01985T0	NCU01985	MA0362.1	RDS2	1183.0	1.12424	2.90043912034704E-34	NCU01985T0	NCU01985	MA0336.1	MGA 1	37.0	1.29244
489	2912_gene	"10m,1hr"	1.09782638426281	1.59543006219022	0.0155666878682255	NCU11245T0	NCU11245					0.0001647406713104	NCU11245T0	NCU11245				
490	3668_gene	"10m,1hr"	2.31267463955889	9.29052503898677	0.0008093515820856	NCU08441T0	NCU08441	MA0362.1	RDS2	4396.0	1.06528	8.59931215140194E-11	NCU08441T0	NCU08441				
491	3682_gene	"10m,1hr"	1.98105211901433	2.77370246309402	8.75381667314875E-27	NCU09345T0	NCU09345					1.53600748285066E-52	NCU09345T0	NCU09345	MA0356.1	PHO2	271.0	1.48229
492	2739_gene	"10m,1hr"	1.46779235766139	1.58744948571312	0.0034988137295818	NCU03518T0	NCU03518					0.0013829341430158	NCU03518T0	NCU03518				
493	4250_gene	"10m,1hr"	2.96821147139349	1.7561495384099	1.17839700591135E-31	NCU06261T0	NCU06261	MA0362.1	RDS2	4978.0	1.17232	2.59883817605331E-11	NCU06261T0	NCU06261	MA0336.1	MGA 1	294.0	2.02972
494	4947_gene	"10m,1hr"	2.45044364877921	2.10488025276132	0.0003279442344909	NCU07533T0	NCU07533	MA0362.1	RDS2	5675.0	1.11367	0.0033998927080402	NCU07533T0	NCU07533	MA0336.1	MGA 1	340.0	1.46688
495	5120_gene	"10m,1hr"	1.07367324278111	1.07133193402373	0.0032996523917958	NCU08791T0	NCU08791					0.0032265761765437	NCU08791T0	NCU08791	MA0336.1	MGA 1	346.0	1.60432
496	5076_gene	"10m,1hr"	7.4877990182698	6.40746452902672	0.000513373302232	NCU08555T0	NCU08555					0.0039500547538861	NCU08555T0	NCU08555				
497	4015_gene	"10m,1hr"	4.32179069928651	1.99275767111646	1.86412262145143E-30	NCU07884T0	NCU07884					6.74263299703095E-07	NCU07884T0	NCU07884	MA0377.1	SFL1	279.0	14.3178
498	4483_gene	"10m,1hr"	3.89694205101551	3.71445915080202	4.18133571094673E-24	NCU00187T0	NCU00187	MA0418.1	YAP6	5211.0	16.3055	7.92282199884838E-22	NCU00187T0	NCU00187	MA0378.1	SFP1	317.0	1.70605
499	4215_gene	"10m,1hr"	3.47818013232303	1.56570703724006	3.6916928431677E-11	NCU06232T0	NCU06232	MA0362.1	RDS2	4943.0	1.82612	0.0082130502120342	NCU06232T0	NCU06232	MA0336.1	MGA 1	293.0	1.1285
500	4842_gene	"10m,1hr"	1.81925050758436	1.72736996971123	1.03927643905255E-05	NCU08976T0	NCU08976	MA0362.1	RDS2	5570.0	1.24399	3.13719912457059E-05	NCU08976T0	NCU08976	MA0356.1	PHO2	334.0	1.97324
501	4864_gene	"10m,1hr"	1.73053421228704	1.00410102334013	1.69024830789704E-06	NCU08994T0	NCU08994	MA0362.1	RDS2	5592.0	1.77812	0.0119523020430728	NCU08994T0	NCU08994	MA0929.1	NCU00019	335.0	2.39606
502	3666_gene	"10m,1hr"	2.89017616952948	2.58439364209854	0.0008674514459537	NCU08439T0	NCU08439					0.0049437090445176	NCU08439T0	NCU08439	MA0929.1	NCU00019	268.0	1.81191
503	2885_gene	"10m,1hr"	1.13804377154235	1.16910936967404	0.0006476707969488	NCU03370T0	NCU03370					0.0004234015295815	NCU03370T0	NCU03370	MA0377.1	SFL1	223.0	2.92482
504	3551_gene	"10m,1hr"	1.61599420018308	1.94665884833133	0.0406119729499997	NCU08476T0	NCU08476					0.0099231561710881	NCU08476T0	NCU08476				
505	3632_gene	"10m,1hr"	1.61751496913479	1.27460372293669	7.28747871645325E-05	NCU08408T0	NCU08408					0.0027378754708971	NCU08408T0	NCU08408	MA0336.1	MGA 1	264.0	2.60531
506	2908_gene	"10m,1hr"	1.35075175355759	1.35687290099697	0.0002071614649847	NCU03350T0	NCU03350					0.0001907097499225	NCU03350T0	NCU03350	MA0929.1	NCU00019	225.0	2.60117
507	3366_gene	"10m,1hr"	1.14405898956074	1.71447929701113	0.0066228422656538	NCU01640T0	NCU01640					1.22345913044902E-05	NCU01640T0	NCU01640	MA0336.1	MGA 1	249.0	1.06177
508	2886_gene	"10m,1hr"	1.14617584110563	1.15794436924678	0.0005333479851252	NCU03370T1	NCU03370					0.0004459773956895	NCU03370T1	NCU03370	MA0377.1	SFL1	223.0	2.92482
509	3078_gene	"10m,1hr"	2.40832623484359	2.27144614789062	3.51453562898451E-05	NCU06815T0	NCU06815					0.0001072798721876	NCU06815T0	NCU06815				
510	3683_gene	"10m,1hr"	1.96585796706166	2.74700556997159	7.94738181585359E-26	NCU09345T2	NCU09345					1.46912594291377E-50	NCU09345T2	NCU09345	MA0356.1	PHO2	271.0	1.48229
511	3667_gene	"10m,1hr"	1.99292835796047	1.67264089162699	5.59541277162724E-06	NCU08440T0	NCU08440	MA0362.1	RDS2	4395.0	1.40708	0.0002164900421674	NCU08440T0	NCU08440	MA0929.1	NCU00019	269.0	1.1471
512	1621_gene	"10m,1hr"	1.30457777515261	1.40457995784552	0.0002556452166064	NCU07389T0	NCU07389	MA0416.1	YAP3	2349.0	1.1489	7.14604930259962E-05	NCU07389T0	NCU07389	MA0377.1	SFL1	135.0	16.3566
513	2200_gene	"10m,1hr"	1.4229037349038	2.07917601234482	5.51731707323107E-06	NCU00536T0	NCU00536	MA0362.1	RDS2	2928.0	2.75425	2.70020952650135E-12	NCU00536T0	NCU00536				
514	2120_gene	"10m,1hr"	2.833655511881	1.38068229164653	9.11225361163104E-25	NCU00608T0	NCU00608	MA0362.1	RDS2	2848.0	1.45254	1.50922887826173E-06	NCU00608T0	NCU00608				
515	1219_gene	"10m,1hr"	2.08263777852929	1.44482740509075	0.0001746119105659	NCU03173T0	NCU03173					0.0155199136101516	NCU03173T0	NCU03173	MA0336.1	MGA 1	95.0	2.28621
516	333_gene	"10m,1hr"	1.16706853592532	1.52623909608471	5.69553957378783E-05	NCU02100T0	NCU02100					3.9499689896123E-08	NCU02100T0	NCU02100	MA0336.1	MGA 1	26.0	1.39682
517	2126_gene	"10m,1hr"	1.29712274485264	1.29486917206073	0.0100457440113419	NCU00602T0	NCU00602	MA0362.1	RDS2	2854.0	1.09287	0.0103881479623951	NCU00602T0	NCU00602	MA0929.1	NCU00019	173.0	3.51098
518	909_gene	"10m,1hr"	1.19504808617716	1.59300072496992	0.0033522235682737	NCU02713T0	NCU02713					3.88112408868465E-05	NCU02713T0	NCU02713	MA0336.1	MGA 1	73.0	1.66294
519	1748_gene	"10m,1hr"	1.8168329404651	2.06363418698132	1.03396525236575E-08	NCU00943T0	NCU00943	MA0362.1	RDS2	2476.0	1.05472	3.0606784128299E-11	NCU00943T0	NCU00943				
520	237_gene	"10m,1hr"	1.75986264923197	1.81251000998547	1.13640692873987E-06	NCU02182T0	NCU02182	MA0362.1	RDS2	965.0	1.41442	5.25795315655178E-07	NCU02182T0	NCU02182	MA0377.1	SFL1	19.0	2.88892
521	2256_gene	"10m,1hr"	1.42353413973698	2.03680229918888	7.6797303432581E-05	NCU03043T0	NCU03043	MA0416.1	YAP3	2984.0	1.83242	2.77724525021095E-09	NCU03043T0	NCU03043	MA0377.1	SFL1	189.0	1.7215
522	1530_gene	"10m,1hr"	1.11335301155753	1.57894203436312	2.33432109425135E-05	NCU09192T0	NCU09192	MA0362.1	RDS2	2258.0	1.07403	2.6226873645373E-10	NCU09192T0	NCU09192	MA0377.1	SFL1	124.0	1.67781
523	2038_gene	"10m,1hr"	1.04813979209502	1.2948927888651	1.101064666208E-05	NCU00682T0	NCU00682					2.11489472257537E-08	NCU00682T0	NCU00682				
524	2198_gene	"10m,1hr"	1.09336555199927	1.15582560518923	0.0183487057860128	NCU00538T0	NCU00538					0.0119351559200307	NCU00538T0	NCU00538	MA0336.1	MGA 1	183.0	2.37795
525	2146_gene	"10m,1hr"	1.55356859066849	1.50863521606903	1.16888911983501E-06	NCU00585T0	NCU00585	MA0362.1	RDS2	2874.0	1.66839	2.48006473028342E-06	NCU00585T0	NCU00585	MA0377.1	SFL1	178.0	1.3668
526	812_gene	"10m,1hr"	1.80041048545732	3.71708997488294	7.77753500249962E-13	NCU02623T0	NCU02623					1.59738613445419E-54	NCU02623T0	NCU02623	MA0929.1	NCU00019	68.0	1.16
527	130_gene	"10m,1hr"	1.5739608145768	1.26971154358879	0.0003263135249052	NCU07478T0	NCU07478					0.0053915797030881	NCU07478T0	NCU07478	MA0336.1	MGA 1	9.0	2.79914
528	1959_gene	"10m,1hr"	2.4065990866269	5.22806845882282	9.36765592944043E-05	NCU00754T0	NCU00754					5.63023924652412E-15	NCU00754T0	NCU00754	MA0356.1	PHO2	164.0	1.06773
529	339_gene	"10m,1hr"	1.67095152809343	1.28919871321431	0.0005543385261721	NCU02095T0	NCU02095					0.0108363249150542	NCU02095T0	NCU02095	MA0377.1	SFL1	28.0	1.62447
530	820_gene	"10m,1hr"	2.08802614737455	1.33770056069224	3.72616161881016E-05	NCU02630T0	NCU02630					0.0151264875956485	NCU02630T0	NCU02630				
531	1160_gene	"10m,1hr"	1.0189333154412	1.51874159984326	0.0099455263503876	NCU03120T0	NCU03120	MA0416.1	YAP3	1889.0	1.33249	3.65999094170213E-05	NCU03120T0	NCU03120	MA0336.1	MGA 1	89.0	1.71069
532	856_gene	"10m,1hr"	1.09968147310539	1.50160884124119	0.0011067133022547	NCU02665T0	NCU02665					2.96441792298628E-06	NCU02665T0	NCU02665	MA0929.1	NCU00019	72.0	1.44288
533	1918_gene	"10m,1hr"	2.36730491163784	1.65693393928106	4.08665947407333E-23	NCU00792T0	NCU00792					1.99381096033981E-11	NCU00792T0	NCU00792	MA0377.1	SFL1	157.0	3.50079
534	7014_gene	"10m,1hr"	1.15527851227651	2.1534008656446	0.0351888271318783	NCU09676T0	NCU09676	MA0362.1	RDS2	7742.0	1.53753	1.03096476854128E-05	NCU09676T0	NCU09676	MA0336.1	MGA 1	460.0	3.92957
535	1064_gene	"10m,1hr"	1.91528942759387	1.67275274330742	5.51219755665068E-19	NCU09321T0	NCU09321	MA0362.1	RDS2	1792.0	1.11968	1.14983932488635E-14	NCU09321T0	NCU09321	MA0336.1	MGA 1	84.0	1.64717
536	3982_gene	"10m,1hr"	3.74018640592321	3.57523775823962	1.06712767421709E-17	NCU07853T0	NCU07853					3.08418699448577E-16	NCU07853T0	NCU07853	MA0336.1	MGA 1	278.0	10.1537
537	1295_gene	"10m,1hr"	2.79425926512215	3.45253539522899	0.0001138328707891	NCU03235T0	NCU03235	MA0418.1	YAP6	2023.0	5.10919	1.06427814559351E-06	NCU03235T0	NCU03235	MA0377.1	SFL1	105.0	19.5899
538	714_gene	"10m,1hr"	1.19739193452997	1.79369817458574	0.0008593321621416	NCU02540T0	NCU02540					9.89442279937307E-08	NCU02540T0	NCU02540	MA0377.1	SFL1	61.0	3.48163
539	156_gene	"10m,1hr"	2.65695422022703	3.03052672192393	9.59877107431233E-15	NCU07453T0	NCU07453					4.14384948846449E-19	NCU07453T0	NCU07453				
540	1840_gene	"10m,1hr"	1.54237873363112	3.20719120753714	2.99085767031441E-05	NCU00865T0	NCU00865	MA0362.1	RDS2	2568.0	1.1025	2.43103765616059E-21	NCU00865T0	NCU00865				
541	2199_gene	"10m,1hr"	1.57988512644504	1.38106486854394	4.21133681277777E-05	NCU00537T0	NCU00537					0.0004323932983245	NCU00537T0	NCU00537	MA0377.1	SFL1	184.0	6.01695
542	521_gene	"10m,1hr"	1.37011186676828	1.78778316769219	0.0019359170446478	NCU01926T1	NCU01926	MA0362.1	RDS2	1249.0	1.04816	2.11593670339818E-05	NCU01926T1	NCU01926	MA0336.1	MGA 1	42.0	1.45372
543	303_gene	"10m,1hr"	1.6695204322735	1.38372181701682	8.0115282236856E-07	NCU02124T0	NCU02124	MA0362.1	RDS2	1031.0	1.93205	6.31335319238582E-05	NCU02124T0	NCU02124	MA0377.1	SFL1	24.0	1.75419
544	522_gene	"10m,1hr"	1.36500591696885	1.77875649332496	0.0022565074282021	NCU01926T0	NCU01926	MA0362.1	RDS2	1249.0	1.04816	2.86879143213962E-05	NCU01926T0	NCU01926	MA0336.1	MGA 1	42.0	1.45372
545	12_gene	"10m,1hr"	1.5793661229847	2.29234924322259	1.90601493308345E-12	NCU09912T0	NCU09912					4.79583742545725E-26	NCU09912T0	NCU09912				
546	502_gene	"10m,1hr"	1.62083496072202	1.15183802302927	2.08129685965734E-11	NCU01945T0	NCU01945					4.81248062821557E-06	NCU01945T0	NCU01945				
547	1958_gene	"10m,1hr"	1.60939369748093	2.7120916669029	0.0001092311472392	NCU00755T0	NCU00755	MA0362.1	RDS2	2686.0	1.0936	2.51282127990869E-12	NCU00755T0	NCU00755	MA0377.1	SFL1	163.0	2.42759
548	691_gene	"10m,1hr"	2.28915630588602	2.02952377996647	6.15543716428218E-12	NCU02523T0	NCU02523					1.3974259554828E-09	NCU02523T0	NCU02523	MA0356.1	PHO2	60.0	1.47524
549	1126_gene	"10m,1hr"	1.28074781594633	1.71114435007766	0.0131179371711357	NCU16386T0	NCU16386					0.0004234015295815	NCU16386T0	NCU16386	MA0356.1	PHO2	87.0	1.01084
550	434_gene	"10m,1hr"	3.70389655286505	4.82420335141405	5.89390687437534E-71	NCU02005T0	NCU02005					7.06269966540109E-119	NCU02005T0	NCU02005	MA0377.1	SFL1	34.0	9.24954
